"estimator_name","data_name","sampsize","y_estimate","y_true","training_time","prediction_time"
"ranger_2","Boston-RF",32,27.0376972916702,24.5649681984382,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,30.8681749783974,34.7392762789054,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,27.9227846333694,35.0854310042808,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,25.6817157491433,28.685683981982,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,18.5272425317892,22.3115193778591,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,17.8249544332841,17.034730011001,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,19.7798762383607,20.5342662477905,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,20.40602599731,20.9885545479979,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,19.7348865643992,20.9764373433114,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,18.1193812132961,16.9425800309516,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,21.3356058874297,20.063278637856,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,18.1444178896935,17.2244485406647,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,17.8650628949482,20.2459935981822,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,16.8184617312072,14.5423336061211,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,17.8777527411551,17.7024329792074,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,16.8438069947048,15.0506279650316,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,17.3723592250359,15.4959605583135,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,17.1508319524586,13.7925036726301,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,19.6421874116253,21.5448431224177,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,16.4501820843839,14.7549945141778,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,15.6038558561946,11.9718105957933,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,20.6904773469319,19.6552668553282,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,20.271075816854,21.2955523052746,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,21.2141952733391,18.3931795698681,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,29.1928943438893,30.8671022913116,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,23.5482416826199,24.3314707474181,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,22.0528631289694,23.8505454798028,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,21.3696515806659,20.8562451724268,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,19.3086986788435,20.8656195900591,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,21.6343074989244,20.4981211821747,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,22.5188951732333,21.3300989273431,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,22.941132001035,19.0706462886242,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,27.0238451158429,23.416541966398,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,22.3991201376315,23.2833332330777,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,21.9272705206959,19.7370378208154,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,28.6262652590777,34.4271994207216,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,26.6018956669959,24.0193519735144,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,21.9111385899959,21.2118997304781,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,19.6223249196662,17.086318520854,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,23.337127361133,25.7843095258834,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,23.8244069998035,21.9585643760559,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,21.5323599407787,23.0705293047172,0.000522148609161377,0.000283515453338623
"ranger_2","Boston-RF",32,21.2575425674836,22.4431626659959,0.000522148609161377,0.000283515453338623
