"estimator_name","data_name","sampsize","y_estimate","y_true","training_time","prediction_time"
"glmnet_2","artificial-LM",64,0.26544641608701,-0.202201154859123,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-1.06378689772264,0.425009651722722,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.172427737097052,0.100353389298726,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-1.31095560422201,-2.40495317671207,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,1.00408983041333,1.3160823075125,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.644880943869134,-2.15397286058264,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,1.6374706516333,0.0821260536543067,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,2.03331215194459,2.03505585006118,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,0.196559665481675,-1.09262894917167e-05,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-2.38804102290467,-1.65639605352441,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.11827987952929,-1.06470482312235,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,0.145043533998603,-0.646126681991251,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,0.942274406810503,1.0357345657624,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-1.96833314745323,-3.64451283227872,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,1.35847832740288,-0.528949358267966,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,1.59066863212885,1.19276218324595,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.239894207029281,0.535141867491046,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.21802142777122,0.220688893889744,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-1.98464191708436,-1.52870957221383,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-2.25021140120777,-1.64835994161312,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-1.32091109611896,-0.323227921950482,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-2.13368777533584,-2.69870748309807,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,0.308045991724044,0.306472381971481,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,0.73195657665819,0.929764248247751,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,0.0573541647151015,-1.12501606700478,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,0.504622482865715,2.29554948931187,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.200233287310097,0.364645098922973,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-1.92261917133114,-2.46851924614405,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.944841131812641,-3.01275418137534,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,0.124453505888785,-0.0238814808856376,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.260987233253676,-0.0523853064312483,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-1.29091431524116,-0.285047955900024,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.436563768496998,-0.418635120072812,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.889390227125216,-0.326365969472257,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,1.50729615683575,-0.0333520412012649,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.72697948064656,-0.273046058073318,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,0.707588512964446,-1.64203339654906,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,0.904873025457027,3.13832929242452,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.335751670129438,-1.0972066501009,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.668826463634743,-0.973168570501923,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,2.18235730633635,1.8406221557719,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.843295764255863,0.423930653444955,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.993710676214297,-0.835321768785946,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,1.10178556584389,0.903791058851466,5.79039255777995e-05,0.000154733657836914
"glmnet_2","artificial-LM",64,-0.106143310333817,-0.36261433115144,5.79039255777995e-05,0.000154733657836914
