"estimator_name","data_name","sampsize","y_estimate","y_true","training_time","prediction_time"
"ridge_1","artificial-LM",32,0.68038272857666,-0.202201154859123,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.585723876953125,0.425009651722722,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.555403530597687,0.100353389298726,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.163543283939362,-2.40495317671207,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.548690795898438,1.3160823075125,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.427602201700211,-2.15397286058264,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.809739291667938,0.0821260536543067,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.93314653635025,2.03505585006118,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.630869746208191,-1.09262894917167e-05,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.14794933795929,-1.65639605352441,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.781863033771515,-1.06470482312235,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.462692320346832,-0.646126681991251,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.532308638095856,1.0357345657624,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,-0.239299342036247,-3.64451283227872,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.851324677467346,-0.528949358267966,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.936938166618347,1.19276218324595,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.577857434749603,0.535141867491046,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.524592041969299,0.220688893889744,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.114064998924732,-1.52870957221383,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,-0.0222995039075613,-1.64835994161312,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.347429007291794,-0.323227921950482,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.100023217499256,-2.69870748309807,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,1.17736399173737,0.306472381971481,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.885626792907715,0.929764248247751,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.317402750253677,-1.12501606700478,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.660681545734406,2.29554948931187,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.54780238866806,0.364645098922973,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,-0.0887441784143448,-2.46851924614405,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.334955871105194,-3.01275418137534,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.595757901668549,-0.0238814808856376,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.532309114933014,-0.0523853064312483,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.173823028802872,-0.285047955900024,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.00912143476307392,-0.418635120072812,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.342051088809967,-0.326365969472257,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.870870590209961,-0.0333520412012649,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.0910844579339027,-0.273046058073318,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.723890721797943,-1.64203339654906,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.72716224193573,3.13832929242452,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.248065531253815,-1.0972066501009,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.379481464624405,-0.973168570501923,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,1.07561695575714,1.8406221557719,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.354090839624405,0.423930653444955,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.47404944896698,-0.835321768785946,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.871680498123169,0.903791058851466,0.00284663438796997,0.0171148022015889
"ridge_1","artificial-LM",32,0.526796758174896,-0.36261433115144,0.00284663438796997,0.0171148022015889
