"estimator_name","data_name","sampsize","y_estimate","y_true","training_time","prediction_time"
"ridge_2","Boston-LM-RF-smooth",32,26.4648685455322,25.9362929643289,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,29.4546661376953,32.2356500823236,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,28.4761562347412,29.3339871661654,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,24.4631576538086,27.8724295167521,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,19.2831878662109,19.9030101903145,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,19.8999538421631,19.3164901934673,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,19.9601707458496,20.2308850312902,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,21.7357349395752,20.6276807794816,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,19.9906845092773,22.5351074161839,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,19.3923015594482,18.2584924214291,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,21.6572952270508,25.6391731249374,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,18.3828411102295,17.9545999141745,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,15.6964473724365,19.1449067024526,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,15.586841583252,14.2658249519233,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,16.9982585906982,21.7138871183673,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,15.4875631332397,14.828504736237,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,16.7195835113525,15.7350931422226,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,17.2192344665527,14.9471184762617,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,22.0637531280518,18.7999271092892,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,14.5624008178711,7.41194956971273,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,15.6680040359497,16.3290871503944,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,20.0625152587891,17.4296102875653,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,19.5487480163574,20.581279534082,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,21.492504119873,21.8609274227154,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,30.1720275878906,32.9398211856354,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,26.3704967498779,27.8249680366359,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,26.2717247009277,27.1091757949944,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,21.9642143249512,18.7709962243715,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,20.4281597137451,16.395549926721,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,21.6313304901123,22.0457111479727,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,23.6233901977539,23.565067620461,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,21.6923656463623,15.7778659650698,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,28.50417137146,23.9202148610976,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,24.084114074707,20.1619977940388,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,22.4618053436279,19.4896034282014,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,28.4377098083496,32.5137916724172,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,25.3573360443115,28.6640258034902,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,21.5374717712402,17.3440288310236,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,18.471399307251,17.2698146890728,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,24.9323425292969,26.9090461880721,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,23.8178520202637,24.4913807118388,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,24.2442665100098,18.6647144633225,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,21.1902084350586,24.025576707374,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,19.9201354980469,20.0346153205461,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,20.0788269042969,16.9262742075527,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,25.5484237670898,29.3099921155635,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,26.5477199554443,29.5456067282597,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,23.0925178527832,26.8881662216111,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,22.714916229248,26.6180031643904,0.00288376808166504,0.0107414046923319
"ridge_2","Boston-LM-RF-smooth",32,23.0366344451904,18.7541316885875,0.00288376808166504,0.0107414046923319
